Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL
Staydium Bungalow Resort,,079024 00666,,4.5,400,Unknown,https://www.google.com/maps/place/Staydium+Bungalow+Resort/data=!4m10!3m9!1s0x3ba65fce86829459:0x9c5bcf0968dab1c5!5m2!4m1!1i2!8m2!3d11.2759201!4d75.7758796!16s%2Fg%2F11sryrhc5m!19sChIJWZSChs5fpjsRxbHaaAnPW5w?authuser=0&hl=en&rclk=1,https://staydium.in/
WHITE SUITE HOTEL,,070251 82222,,4.1,734,Unknown,https://www.google.com/maps/place/WHITE+SUITE+HOTEL/data=!4m10!3m9!1s0x3ba65b1b5f77030d:0xd76116577935a68e!5m2!4m1!1i2!8m2!3d11.2031017!4d75.8662811!16s%2Fg%2F11qqqpz80t!19sChIJDQN3XxtbpjsRjqY1eVcWYdc?authuser=0&hl=en&rclk=1,http://whitesuite.in/
Kovilakam Residency Pvt Ltd,,075104 43500,,4.7,6503,Unknown,https://www.google.com/maps/place/Kovilakam+Residency+Pvt+Ltd/data=!4m10!3m9!1s0x3ba65966e41e9753:0xc4080e8745c3c195!5m2!4m1!1i2!8m2!3d11.244861!4d75.7992898!16s%2Fg%2F1tls18gl!19sChIJU5ce5GZZpjsRlcHDRYcOCMQ?authuser=0&hl=en&rclk=1,https://www.kovilakamhotel.com/
Treebo Casino,,093228 00100,,4.1,742,Unknown,https://www.google.com/maps/place/Treebo+Casino/data=!4m10!3m9!1s0x3ba659e23b15ddb1:0xb1b861b2080615f1!5m2!4m1!1i2!8m2!3d11.2512893!4d75.7747738!16s%2Fg%2F11h0vsyyrq!19sChIJsd0VO-JZpjsR8RUGCLJhuLE?authuser=0&hl=en&rclk=1,https://www.treebo.com/hotels-in-kozhikode/treebo-casino-court-road-1175/?utm_source=partnerships&utm_medium=gmb&utm_campaign=gmblisting
Jayuz Home-Stay & Foodies,,094972 78046,,4.8,170,Unknown,https://www.google.com/maps/place/Jayuz+Home-Stay+%26+Foodies/data=!4m10!3m9!1s0x3ba65bb209a0f7cb:0xea6f5c63508c2015!5m2!4m1!1i2!8m2!3d11.2500387!4d75.8240976!16s%2Fg%2F11ll6klgzh!19sChIJy_egCbJbpjsRFSCMUGNcb-o?authuser=0&hl=en&rclk=1,https://jayuzhomestay.com/
Harivihar,,094003 62906,,4.5,110,Unknown,https://www.google.com/maps/place/Harivihar/data=!4m10!3m9!1s0x3ba65ec56c9ff729:0x96753cc5dcaf034f!5m2!4m1!1i2!8m2!3d11.2800829!4d75.7746782!16s%2Fg%2F1tc_v0ft!19sChIJKfefbMVepjsRTwOv3MU8dZY?authuser=0&hl=en&rclk=1,http://harivihar.com/
Aagneyam grand resort,,080860 21778,,4.6,148,Unknown,https://www.google.com/maps/place/Aagneyam+grand+resort/data=!4m10!3m9!1s0x3ba65f8eda25802d:0xc5e177a680de41ba!5m2!4m1!1i2!8m2!3d11.2768757!4d75.7730437!16s%2Fg%2F11ytxdgpfg!19sChIJLYAl2o5fpjsRukHegKZ34cU?authuser=0&hl=en&rclk=1,https://aagneyamhotels.com/
Swapnatheeram,,085471 07945,,3.7,41,Unknown,https://www.google.com/maps/place/Swapnatheeram/data=!4m10!3m9!1s0x3ba65e1a70c43089:0xadfd2389defc23fb!5m2!4m1!1i2!8m2!3d11.3467942!4d75.7919023!16s%2Fg%2F11z5sf1w1!19sChIJiTDEcBpepjsR-yP83okj_a0?authuser=0&hl=en&rclk=1,http://www.swapnatheeram.co.in/
Hotel Soorya Galaxy,,093882 81018,,3.8,533,Unknown,https://www.google.com/maps/place/Hotel+Soorya+Galaxy/data=!4m10!3m9!1s0x3ba65a0caf61d441:0x8f6f6fb784b840e6!5m2!4m1!1i2!8m2!3d11.1889745!4d75.8296387!16s%2Fg%2F1hm50702n!19sChIJQdRhrwxapjsR5kC4hLdvb48?authuser=0&hl=en&rclk=1,https://www.hotelsooryagalaxy.in/
KPM TRIPENTA HOTEL,,062359 96607,,4.3,2881,Unknown,https://www.google.com/maps/place/KPM+TRIPENTA+HOTEL/data=!4m10!3m9!1s0x3ba659f860e349d3:0xada70f570af9dcae!5m2!4m1!1i2!8m2!3d11.2690035!4d75.7898538!16s%2Fg%2F11h3bt49hz!19sChIJ00njYPhZpjsRrtz5ClcPp60?authuser=0&hl=en&rclk=1,http://www.kpmtripentacalicut.com/
The Raviz Calicut,,0495 222 1111,,4.3,3979,Unknown,https://www.google.com/maps/place/The+Raviz+Calicut/data=!4m10!3m9!1s0x3ba65948c6d84f09:0x469763dbfcb2e0f9!5m2!4m1!1i2!8m2!3d11.2599982!4d75.7885532!16s%2Fg%2F11clh22md5!19sChIJCU_YxkhZpjsR-eCy_Ntjl0Y?authuser=0&hl=en&rclk=1,http://theraviz.com/raviz-calicut/
Sea Queen Hotel,,094965 93793,,3.9,4541,Unknown,https://www.google.com/maps/place/Sea+Queen+Hotel/data=!4m10!3m9!1s0x3ba659234c07d7c9:0x635b2ef58d7339d2!5m2!4m1!1i2!8m2!3d11.2510491!4d75.7721203!16s%2Fg%2F1tjmc2lq!19sChIJydcHTCNZpjsR0jlzjfUuW2M?authuser=0&hl=en&rclk=1,http://www.seaqueenhotel.com/
HOTEL ALAKAPURI KOZHIKODE,,0495 272 3451,,4.0,3292,No,https://www.google.com/maps/place/HOTEL+ALAKAPURI+KOZHIKODE/data=!4m10!3m9!1s0x3ba65940fa1046ed:0x699b1d71beca7a42!5m2!4m1!1i2!8m2!3d11.2504081!4d75.7862771!16s%2Fg%2F1tflkwc0!19sChIJ7UYQ-kBZpjsRQnrKvnEdm2k?authuser=0&hl=en&rclk=1,http://hotelalakapuri.com/
Beachway Inn,,0495 236 0666,,2.8,33,Unknown,https://www.google.com/maps/place/Beachway+Inn/data=!4m10!3m9!1s0x3ba6593acfae1d43:0x19e3b8724cda3124!5m2!4m1!1i2!8m2!3d11.2557735!4d75.7725426!16s%2Fg%2F11yb1pg87j!19sChIJQx2uzzpZpjsRJDHaTHK44xk?authuser=0&hl=en&rclk=1,https://beachwayinn.com/
Hizan homestay,,097783 64237,,4.2,45,Unknown,https://www.google.com/maps/place/Hizan+homestay/data=!4m10!3m9!1s0x3ba65b451d52f733:0xa354a022871e6eda!5m2!4m1!1i2!8m2!3d11.2527966!4d75.8304584!16s%2Fg%2F11h3qrk553!19sChIJM_dSHUVbpjsR2m4ehyKgVKM?authuser=0&hl=en&rclk=1,https://hizanhomestay.indiadirectly.com/
The Outrigger - 2 Bedroom Beachfront Villa,,070122 81851,,3.9,51,Unknown,https://www.google.com/maps/place/The+Outrigger+-+2+Bedroom+Beachfront+Villa/data=!4m10!3m9!1s0x3ba65f958e4bfa37:0xdee2436d1fd594b4!5m2!4m1!1i2!8m2!3d11.3297149!4d75.736575!16s%2Fg%2F11bw5_mj2m!19sChIJN_pLjpVfpjsRtJTVH21D4t4?authuser=0&hl=en&rclk=1,http://theoutrigger.in/
The Gateway Hotel Calicut,,0495 661 3000,,4.2,3976,Unknown,https://www.google.com/maps/place/The+Gateway+Hotel+Calicut/data=!4m10!3m9!1s0x3ba6593069362b83:0xb73f81659be56436!5m2!4m1!1i2!8m2!3d11.2589591!4d75.7735531!16s%2Fg%2F1tm67c5t!19sChIJgys2aTBZpjsRNmTlm2WBP7c?authuser=0&hl=en&rclk=1,https://www.tajhotels.com/en-in/hotels/gateway-calicut?utm_medium=local&utm_source=google&utm_campaign=gateway-calicut
Accord Highland Ooty,Manikandan,0423 245 0021,,4.5,1739,Unknown,https://www.google.com/maps/place/Accord+Highland+Ooty/data=!4m10!3m9!1s0x3ba8bde23b068253:0xa0c4b4497e958cee!5m2!4m1!1i2!8m2!3d11.4181647!4d76.7316355!16s%2Fg%2F11xfpqbp3!19sChIJU4IGO-K9qDsR7oyVfkm0xKA?authuser=0&hl=en&rclk=1,https://www.theaccordhotels.com/highland-ooty/
Silent Valley Farm Resort by VOYE HOMES,,094878 17756,,4.5,1877,Unknown,https://www.google.com/maps/place/Silent+Valley+Farm+Resort+by+VOYE+HOMES/data=!4m10!3m9!1s0x3ba8bdd8de86db63:0x223bca0f69f2f6ac!5m2!4m1!1i2!8m2!3d11.439779!4d76.7158836!16s%2Fg%2F11fkj5bm9t!19sChIJY9uG3ti9qDsRrPbyaQ_KOyI?authuser=0&hl=en&rclk=1,https://voyehomes.com/silent-valley-farm-resort-by-voye-homes-cy
Sinclairs Retreat Ooty,,071362635,,3.8,2675,Unknown,https://www.google.com/maps/place/Sinclairs+Retreat+Ooty/data=!4m10!3m9!1s0x3ba8bd8855555599:0x561a9037d61f03f!5m2!4m1!1i2!8m2!3d11.409319!4d76.720907!16s%2Fg%2F1q62dzfhs!19sChIJmVVVVYi9qDsRP_BhfQOpYQU?authuser=0&hl=en&rclk=1,https://www.sinclairshotels.com/ooty
Sterling Ooty - Fern Hill,,079 6979 2006,,4.4,16565,Unknown,https://www.google.com/maps/place/Sterling+Ooty+-+Fern+Hill/data=!4m10!3m9!1s0x3ba8962c1204357f:0xe4b76896a9ff16eb!5m2!4m1!1i2!8m2!3d11.3904091!4d76.6986046!16s%2Fg%2F11b821nfk_!19sChIJfzUEEiyWqDsR6xb_qZZot-Q?authuser=0&hl=en&rclk=1,https://www.sterlingholidays.com//resorts-hotels/ooty-fern-hill/
Hotel Lakeview,,+91 99945 20206,,4.0,8986,Unknown,https://www.google.com/maps/place/Hotel+Lakeview/data=!4m10!3m9!1s0x3ba8bd7cfa6f5039:0x45c816db28929516!5m2!4m1!1i2!8m2!3d11.4041526!4d76.678078!16s%2Fg%2F1vq738my!19sChIJOVBv-ny9qDsRFpWSKNsWyEU?authuser=0&hl=en&rclk=1,http://www.hotellakeview.com/
Sterling Ooty Elk Hill,,079 6979 2007,,4.6,14081,Unknown,https://www.google.com/maps/place/Sterling+Ooty+Elk+Hill/data=!4m10!3m9!1s0x3ba8962ff98259d5:0x1bc6e293ded5b69b!5m2!4m1!1i2!8m2!3d11.3966165!4d76.7017857!16s%2Fg%2F1tvgsscn!19sChIJ1VmC-S-WqDsRm7bV3pPixhs?authuser=0&hl=en&rclk=1,https://www.sterlingholidays.com//resorts-hotels/ooty-elk-hill/
Tulips valleyview Resort,,0423 246 6666,,3.3,2223,Unknown,https://www.google.com/maps/place/Tulips+valleyview+Resort/data=!4m10!3m9!1s0x3ba89611a1a8915f:0x71b17acee1b503cb!5m2!4m1!1i2!8m2!3d11.3871344!4d76.7196115!16s%2Fg%2F11c58bf8d5!19sChIJX5GooRGWqDsRywO14c56sXE?authuser=0&hl=en&rclk=1,http://www.tulipsooty.com/
Mountain Retreat Ooty by Hill Country,,0423 244 1204,,4.1,935,Unknown,https://www.google.com/maps/place/Mountain+Retreat+Ooty+by+Hill+Country/data=!4m10!3m9!1s0x3ba8963855555555:0x59785d3e76f2348d!5m2!4m1!1i2!8m2!3d11.3863789!4d76.7156319!16s%2Fg%2F1thz02_1!19sChIJVVVVVTiWqDsRjTTydj5deFk?authuser=0&hl=en&rclk=1,https://www.hillcountry.co.in/mountain-retreat-ooty-resort/
Tulips elkhill resort,,0423 245 5555,,3.4,3472,No,https://www.google.com/maps/place/Tulips+elkhill+resort/data=!4m10!3m9!1s0x3ba8bd88ffffffff:0xe66d221b4e742063!5m2!4m1!1i2!8m2!3d11.3967801!4d76.7024331!16s%2Fg%2F11g028ws3w!19sChIJ_____4i9qDsRYyB0ThsibeY?authuser=0&hl=en&rclk=1,https://tulipselkhillresort.chobs.in/
Tulips Village Resorts,,081100 81106,,3.6,1381,Unknown,https://www.google.com/maps/place/Tulips+Village+Resorts/data=!4m10!3m9!1s0x3ba897e5f1e0f173:0x497e1a8b877d47ae!5m2!4m1!1i2!8m2!3d11.3898315!4d76.7184577!16s%2Fg%2F11v6cj38yw!19sChIJc_Hg8eWXqDsRrkd9h4safkk?authuser=0&hl=en&rclk=1,https://tulips-village-resorts.hotelsintamilnadu.com/en/
Beverly villa ooty,,075985 25999,,4.8,5737,Unknown,https://www.google.com/maps/place/Beverly+villa+ooty/data=!4m10!3m9!1s0x3ba8bd7ce9fa4101:0x9cf99766a87ed923!5m2!4m1!1i2!8m2!3d11.4159107!4d76.7043318!16s%2Fg%2F11flw4bskp!19sChIJAUH66Xy9qDsRI9l-qGaX-Zw?authuser=0&hl=en&rclk=1,http://www.beverlyvilla.com/
Delightz Inn Resorts,,096553 29386,,4.5,2835,Unknown,https://www.google.com/maps/place/Delightz+Inn+Resorts/data=!4m10!3m9!1s0x3ba8bdf0ac25ee95:0xdade765562adfeac!5m2!4m1!1i2!8m2!3d11.4066235!4d76.7235054!16s%2Fg%2F1tdvhlzy!19sChIJle4lrPC9qDsRrP6tYlV23to?authuser=0&hl=en&rclk=1,http://www.delightzinn.com/
Fortune Retreats,,"+91 93601 03305
4",,4.1,2285,Unknown,https://www.google.com/maps/place/Fortune+Retreats/data=!4m10!3m9!1s0x3ba8bdf81989abe7:0xa4568173e0a39bad!5m2!4m1!1i2!8m2!3d11.4030894!4d76.722706!16s%2Fg%2F11b6dp8lj4!19sChIJ56uJGfi9qDsRrZuj4HOBVqQ?authuser=0&hl=en&rclk=1,http://www.fortuneooty.com/
Deccan Park Resort,,0423 244 4547,,4.0,1894,Unknown,https://www.google.com/maps/place/Deccan+Park+Resort/data=!4m10!3m9!1s0x3ba897df93b4fbb3:0x6c0374cdf2e1ff84!5m2!4m1!1i2!8m2!3d11.3996614!4d76.6661992!16s%2Fg%2F1trrbmpd!19sChIJs_u0k9-XqDsRhP_h8s10A2w?authuser=0&hl=en&rclk=1,https://deccan-park.hotelsintamilnadu.com/en/
Hotel Mayura Sudarshan,,089706 50052,,4.2,1987,Unknown,https://www.google.com/maps/place/Hotel+Mayura+Sudarshan/data=!4m10!3m9!1s0x3ba8962e55555555:0x3aebdfc9712f2db7!5m2!4m1!1i2!8m2!3d11.401976!4d76.6834528!16s%2Fg%2F11b7lnc26r!19sChIJVVVVVS6WqDsRty0vccnf6zo?authuser=0&hl=en&rclk=1,http://www.kstdc.co/
Gem Park Ooty,,0423 244 1761,,4.4,4579,Unknown,https://www.google.com/maps/place/Gem+Park+Ooty/data=!4m10!3m9!1s0x3ba8bd94575a99f1:0x38643305adc04077!5m2!4m1!1i2!8m2!3d11.4205947!4d76.7041067!16s%2Fg%2F1tfz8mk6!19sChIJ8ZlaV5S9qDsRd0DArQUzZDg?authuser=0&hl=en&rclk=1,http://www.gemparkooty.com/
White Legacy Ooty,,095620 10370,,4.5,230,Unknown,https://www.google.com/maps/place/White+Legacy+Ooty/data=!4m10!3m9!1s0x3ba897a37e91236d:0xd67ed4d5acfbfaba!5m2!4m1!1i2!8m2!3d11.3980433!4d76.7038643!16s%2Fg%2F11x0hmn2w5!19sChIJbSORfqOXqDsRuvr7rNXUftY?authuser=0&hl=en&rclk=1,http://www.whitelegacyooty.com/
Aventura Fern Hill,,089734 12345,,3.8,1029,Unknown,https://www.google.com/maps/place/Aventura+Fern+Hill/data=!4m10!3m9!1s0x3ba896300fad2909:0xe7e54fd24666fd0d!5m2!4m1!1i2!8m2!3d11.38923!4d76.698481!16s%2Fg%2F11cn2z7m0s!19sChIJCSmtDzCWqDsRDf1mRtJP5ec?authuser=0&hl=en&rclk=1,http://www.aventura.in/
FabHotel Vinu Valley Resorts - Hotel in Coonoor Road,,070424 24242,,3.6,572,Unknown,https://www.google.com/maps/place/FabHotel+Vinu+Valley+Resorts+-+Hotel+in+Coonoor+Road/data=!4m10!3m9!1s0x3ba8961b9570439d:0xa7d01a86888d3b03!5m2!4m1!1i2!8m2!3d11.3981891!4d76.7208034!16s%2Fg%2F11gdyxvxfh!19sChIJnUNwlRuWqDsRAzuNiIYa0Kc?authuser=0&hl=en&rclk=1,https://www.fabhotels.com/hotels-in-ooty/fabhotel-vinu-valley-resorts-funcity.html?utm_source=GMB&utm_medium=organic&utm_campaign=GMB_Traffic
Mango Hill Shola Ooty,,085858 54615,,4.5,3321,Unknown,https://www.google.com/maps/place/Mango+Hill+Shola+Ooty/data=!4m10!3m9!1s0x3ba8bdd2867982c1:0x78ab670e1e76f9b7!5m2!4m1!1i2!8m2!3d11.4008125!4d76.6757826!16s%2Fg%2F11y49wndf_!19sChIJwYJ5htK9qDsRt_l2Hg5nq3g?authuser=0&hl=en&rclk=1,https://www.mangohillhotels.com/shola-ooty/
BLOSSOM SPRING VILLA,,088702 01555,,4.3,61,Unknown,https://www.google.com/maps/place/BLOSSOM+SPRING+VILLA/data=!4m10!3m9!1s0x3ba897725d38a1ab:0x1a061b42530791e9!5m2!4m1!1i2!8m2!3d11.3893821!4d76.7185757!16s%2Fg%2F11w9y8sg6v!19sChIJq6E4XXKXqDsR6ZEHU0IbBho?authuser=0&hl=en&rclk=1,http://blossomspringvilla.com/
The Byke Select - Sunshine Grand | (Pan India Pure Veg Hotel Chain),,075061 11728,,4.7,9252,Unknown,https://www.google.com/maps/place/The+Byke+Select+-+Sunshine+Grand+%7C+%28Pan+India+Pure+Veg+Hotel+Chain%29/data=!4m10!3m9!1s0x3ba8950eac173543:0x5b2a07da1cb645ea!5m2!4m1!1i2!8m2!3d11.406274!4d76.7153896!16s%2Fg%2F11pb9hc73d!19sChIJQzUXrA6VqDsR6kW2HNoHKls?authuser=0&hl=en&rclk=1,https://thebyke.com/hotels-in-ooty/the_byke_sunshine_grand
I India,,081485 26729,,4.2,385,Unknown,https://www.google.com/maps/place/I+India/data=!4m10!3m9!1s0x3ba89610dcc1f323:0xfc9aa050f1abd192!5m2!4m1!1i2!8m2!3d11.3893982!4d76.7177356!16s%2Fg%2F113hvscx_!19sChIJI_PB3BCWqDsRktGr8VCgmvw?authuser=0&hl=en&rclk=1,https://www.mapsofindia.com/whitepages/businesses/index/iindiao
Green casa ooty,,082819 42654,,3.9,299,Unknown,https://www.google.com/maps/place/Green+casa+ooty/data=!4m10!3m9!1s0x3ba8975546fbc847:0x3547dfd13e46a38a!5m2!4m1!1i2!8m2!3d11.3984146!4d76.7203443!16s%2Fg%2F11flt1_5n6!19sChIJR8j7RlWXqDsRiqNGPtHfRzU?authuser=0&hl=en&rclk=1,https://the-green-casa.hotelsintamilnadu.com/en/
Berry Hills Resort,,097877 05678,,3.8,886,No,https://www.google.com/maps/place/Berry+Hills+Resort/data=!4m10!3m9!1s0x3ba8bdf036fa2ea1:0x6d53c688e33801f1!5m2!4m1!1i2!8m2!3d11.4115958!4d76.7188132!16s%2Fg%2F11gz65gcg!19sChIJoS76NvC9qDsR8QE444jGU20?authuser=0&hl=en&rclk=1,https://www.berryhills.in/
BRITISH CLIFF CLUB RESORT,,099424 44833,,3.9,503,Unknown,https://www.google.com/maps/place/BRITISH+CLIFF+CLUB+RESORT/data=!4m10!3m9!1s0x3ba8bd84cd9191cd:0xd6f8b8f6568bce9d!5m2!4m1!1i2!8m2!3d11.3989987!4d76.7040769!16s%2Fg%2F1tgnvnm_!19sChIJzZGRzYS9qDsRnc6LVva4-NY?authuser=0&hl=en&rclk=1,https://www.britishcliffclubresortooty.online/
"Fortune Resort Sullivan Court, Ooty - Member ITC Hotels’ Group",,0423 244 1415,,4.4,2755,Unknown,"https://www.google.com/maps/place/Fortune+Resort+Sullivan+Court,+Ooty+-+Member+ITC+Hotels%E2%80%99+Group/data=!4m10!3m9!1s0x3ba8bd8baa4c280b:0xeed07e8757149be9!5m2!4m1!1i2!8m2!3d11.4076791!4d76.7111583!16s%2Fg%2F11bxfzjtzk!19sChIJCyhMqou9qDsR6ZsUV4d-0O4?authuser=0&hl=en&rclk=1",https://www.itchotels.com/in/en/fortuneresortsullivancourt-ooty?utm_source=google&utm_medium=GMB
Lymond House Ooty,,098431 49490,,4.1,336,Unknown,https://www.google.com/maps/place/Lymond+House+Ooty/data=!4m10!3m9!1s0x3ba8bd9b1a322a6b:0x886dec47f5579e27!5m2!4m1!1i2!8m2!3d11.4144269!4d76.6942548!16s%2Fg%2F1tdx746t!19sChIJayoyGpu9qDsRJ55X9UfsbYg?authuser=0&hl=en&rclk=1,https://lymond-house.hotelsintamilnadu.com/en/
Sabol Holiday Resorts,,098428 28000,,3.5,826,Unknown,https://www.google.com/maps/place/Sabol+Holiday+Resorts/data=!4m10!3m9!1s0x3ba8bdbe6aaeb26b:0x8bba264975eb235c!5m2!4m1!1i2!8m2!3d11.4351926!4d76.7011428!16s%2Fg%2F1tfjjkl9!19sChIJa7Kuar69qDsRXCPrdUkmuos?authuser=0&hl=en&rclk=1,http://www.sabolholidays.com/
Vista Suites Doddabetta By Bestinn Leisure Resort Ooty,,073562 72221,,4.5,664,Unknown,https://www.google.com/maps/place/Vista+Suites+Doddabetta+By+Bestinn+Leisure+Resort+Ooty/data=!4m10!3m9!1s0x3ba8bd2805cbadfb:0xaaae053b4965522e!5m2!4m1!1i2!8m2!3d11.4175017!4d76.729788!16s%2Fg%2F11ks2n2mpg!19sChIJ-63LBSi9qDsRLlJlSTsFrqo?authuser=0&hl=en&rclk=1,https://bestinnleisure.com/Home/HotelDetails?hotelId=17
Kanavu Valley View Resort,,096459 36006,,4.5,327,Unknown,https://www.google.com/maps/place/Kanavu+Valley+View+Resort/data=!4m10!3m9!1s0x3ba89710534fe789:0x513124244c638b7d!5m2!4m1!1i2!8m2!3d11.3858774!4d76.720068!16s%2Fg%2F11vrrqt7hh!19sChIJiedPUxCXqDsRfYtjTCQkMVE?authuser=0&hl=en&rclk=1,http://kanavuvalleyview.com/
"Lazo Silver Lake Resort , Ooty",,089258 29957,,4.4,913,Unknown,"https://www.google.com/maps/place/Lazo+Silver+Lake+Resort+,+Ooty/data=!4m10!3m9!1s0x3ba8bde4639ba845:0x30501c1d5dd617e3!5m2!4m1!1i2!8m2!3d11.4094464!4d76.6905385!16s%2Fg%2F11wh6ds1qs!19sChIJRaibY-S9qDsR4xfWXR0cUDA?authuser=0&hl=en&rclk=1",https://lazoresorts.com/resort/lazo-silver-lake/
Palve Sugavasam,,075983 93377,,4.0,1136,Unknown,https://www.google.com/maps/place/Palve+Sugavasam/data=!4m10!3m9!1s0x3ba896258e0e8ca1:0x643356868e17c249!5m2!4m1!1i2!8m2!3d11.3944232!4d76.699345!16s%2Fg%2F1hcb0mm6v!19sChIJoYwOjiWWqDsRScIXjoZWM2Q?authuser=0&hl=en&rclk=1,https://palve-sugavasam-ooty.h-rez.com/
Modern Villa,,099438 59579,,4.3,509,Unknown,https://www.google.com/maps/place/Modern+Villa/data=!4m10!3m9!1s0x3ba8bd897679ca31:0x6b386d322c4aec84!5m2!4m1!1i2!8m2!3d11.4039852!4d76.7046435!16s%2Fg%2F11byhkdjkg!19sChIJMcp5dom9qDsRhOxKLDJtOGs?authuser=0&hl=en&rclk=1,http://www.modernvilla.in/
Virgin Valley Leisure Resort,,091598 59598,,4.5,199,Unknown,https://www.google.com/maps/place/Virgin+Valley+Leisure+Resort/data=!4m10!3m9!1s0x3ba89723b1e8364b:0x8c291c94430e1846!5m2!4m1!1i2!8m2!3d11.4005279!4d76.6861028!16s%2Fg%2F11wxbz5f3_!19sChIJSzbosSOXqDsRRhgOQ5QcKYw?authuser=0&hl=en&rclk=1,http://www.virginvalleyresort.com/
"Savoy, Ooty - IHCL SeleQtions",,084899 44320,,4.3,2227,Unknown,"https://www.google.com/maps/place/Savoy,+Ooty+-+IHCL+SeleQtions/data=!4m10!3m9!1s0x3ba8bd9b1e6a55f5:0xc45eb01f076bb335!5m2!4m1!1i2!8m2!3d11.4148488!4d76.6928922!16s%2Fg%2F1tcz6rv_!19sChIJ9VVqHpu9qDsRNbNrBx-wXsQ?authuser=0&hl=en&rclk=1",https://www.seleqtionshotels.com/en-in/hotels/savoy-ooty?utm_source=google&utm_medium=local&utm_campaign=savoy-ooty-cla&utm_content=savoy-ooty-cla-gmb
Mowbray House Resorts Ooty by VOYE HOMES,,079944 43142,,4.1,160,Unknown,https://www.google.com/maps/place/Mowbray+House+Resorts+Ooty+by+VOYE+HOMES/data=!4m10!3m9!1s0x3ba897cf641c6a47:0xbf4cca0cbb486f1f!5m2!4m1!1i2!8m2!3d11.3981968!4d76.6862995!16s%2Fg%2F11jz9plskd!19sChIJR2ocZM-XqDsRH29IuwzKTL8?authuser=0&hl=en&rclk=1,https://voyehomes.com/mowbray-house-resort-ooty-by-voye-homes-ukl
Green Moon Residency,,075020 66999,,4.3,467,Unknown,https://www.google.com/maps/place/Green+Moon+Residency/data=!4m10!3m9!1s0x3ba8bdee6e0b868b:0x8be8ae61a4cc746!5m2!4m1!1i2!8m2!3d11.4148179!4d76.7171343!16s%2Fg%2F11dfvvvrr2!19sChIJi4YLbu69qDsRRsdMGuaKvgg?authuser=0&hl=en&rclk=1,https://green-moon-residency.hotelsintamilnadu.com/en/
SKYLARC INN - BEST HOMESTAY IN OOTY,,097879 67275,,4.3,318,Unknown,https://www.google.com/maps/place/SKYLARC+INN+-+BEST+HOMESTAY+IN+OOTY/data=!4m10!3m9!1s0x3ba8960b1ef12389:0x3ac1b77fa7d1ebf7!5m2!4m1!1i2!8m2!3d11.3807663!4d76.7327502!16s%2Fg%2F11c2qh2s9b!19sChIJiSPxHguWqDsR9-vRp3-3wTo?authuser=0&hl=en&rclk=1,https://www.skylarcinn.com/
Divi Heritage Inn,,096778 55222,,3.6,319,Unknown,https://www.google.com/maps/place/Divi+Heritage+Inn/data=!4m10!3m9!1s0x3ba8bd8d24e3d1b7:0x4327ca5a24979053!5m2!4m1!1i2!8m2!3d11.4105792!4d76.7100487!16s%2Fg%2F11clshb5w6!19sChIJt9HjJI29qDsRU5CXJFrKJ0M?authuser=0&hl=en&rclk=1,https://asiatech.in/booking_engine/index3?token=ODY3MQ==
Cool Spot Cottage,,070103 95526,,4.3,734,Unknown,https://www.google.com/maps/place/Cool+Spot+Cottage/data=!4m10!3m9!1s0x3ba8bda1e8030235:0x2eaa6b19c2310355!5m2!4m1!1i2!8m2!3d11.4039343!4d76.7118695!16s%2Fg%2F11b6gd74_l!19sChIJNQID6KG9qDsRVQMxwhlrqi4?authuser=0&hl=en&rclk=1,https://coolspotcottage.com/
Glen View Home Stay,,098943 72222,,4.3,220,Unknown,https://www.google.com/maps/place/Glen+View+Home+Stay/data=!4m10!3m9!1s0x3ba8961a497cdc17:0x91c3300b03731ec2!5m2!4m1!1i2!8m2!3d11.393353!4d76.7179082!16s%2Fg%2F11ddx9pnkr!19sChIJF9x8SRqWqDsRwh5zAwsww5E?authuser=0&hl=en&rclk=1,http://www.glenviewhomestay.com/
Teyt Grans view,,075938 88889,,4.7,79,Unknown,https://www.google.com/maps/place/Teyt+Grans+view/data=!4m10!3m9!1s0x3ba895684688efe3:0x356b0797a54dbf10!5m2!4m1!1i2!8m2!3d11.3836683!4d76.7430557!16s%2Fg%2F11ysmpkq85!19sChIJ4--IRmiVqDsREL9NpZcHazU?authuser=0&hl=en&rclk=1,https://www.teyt.in/
Hotel Sunpark Grand,,0423 222 3360,,3.7,498,Unknown,https://www.google.com/maps/place/Hotel+Sunpark+Grand/data=!4m10!3m9!1s0x3ba8bd8d7eac8fe1:0xa4a00e04f594c440!5m2!4m1!1i2!8m2!3d11.4126789!4d76.7047748!16s%2Fg%2F1txfml8d!19sChIJ4Y-sfo29qDsRQMSU9QQOoKQ?authuser=0&hl=en&rclk=1,http://www.sunparkgrand.com/
Fairstay Ooty,,094433 03917,,4.0,1463,Unknown,https://www.google.com/maps/place/Fairstay+Ooty/data=!4m10!3m9!1s0x3ba8bd84cd9191cd:0xfaf0a2db70789a1b!5m2!4m1!1i2!8m2!3d11.3982674!4d76.7218203!16s%2Fg%2F1tctk6lw!19sChIJzZGRzYS9qDsRG5p4cNui8Po?authuser=0&hl=en&rclk=1,https://fairstay.in/
